,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Sentiment_Scores,Predicted_lables
62,Una teor\xc3\xada sorprendente y dif\xc3\xadcil de creer de Stanford dice que los californianos podr\xc3\xadamos haber ganado inmunidad en grupo el a\xc3\xb1o pasado. El Coronavirus llevar\xc3\xada tiempo circulando por la poblaci\xc3\xb3n. En unas semanas tendremos los resultados del estudio https://t.co/NVeBMYj19c,"[('teor', 'NN'), ('xada', 'NNP'), ('sorprendent', 'NN'), ('xadcil', 'NNP'), ('creer', 'NN'), ('stanford', 'NN'), ('dice', 'NN'), ('californiano', 'NN'), ('podr', 'NN'), ('xadamo', 'NNP'), ('haber', 'NNP'), ('ganado', 'NN'), ('inmunidad', 'NN'), ('grupo', 'NN'), ('pasado', 'NN'), ('coronaviru', 'NN'), ('llevar', 'NN'), ('xada', 'NNP'), ('tiempo', 'VBZ'), ('circulando', 'JJ'), ('poblaci', 'NN'), ('una', 'JJ'), ('semana', 'NN'), ('tendremo', 'NN'), ('resultado', 'NN'), ('estudio', 'NN'), ('http', 'NN'), ('nvebmyj', 'NN')]",teor xada sorprendent xadcil creer stanford dice californiano podr xadamo haber ganado inmunidad grupo pasado coronaviru llevar xada tiempo circulando poblaci una semana tendremo resultado estudio http nvebmyj,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
63,Day 2 of \xe2\x80\x9dstay at home\xe2\x80\x9d has got me doing some clean up on Eleanor. I'll post finish pics later and I have a few new\xe2\x80\xa6 https://t.co/A3nlhKbZre,"[('dstay', 'NN'), ('home', 'NN'), ('clean', 'NN'), ('eleanor', 'VBZ'), ('post', 'NN'), ('finish', 'JJ'), ('pic', 'NN'), ('later', 'RB'), ('http', 'VBD'), ('nlhkbzre', 'NNS')]",dstay home clean eleanor post finish pic later http nlhkbzre,"{'polarity': 0.18333333333333335, 'subjectivity': 0.35000000000000003}",Positive
64,@dianelyssa Yep: Wuhan virus  Certainly not subtle,"[('dianelyssa', 'NN'), ('wuhan', 'NN'), ('viru', 'NN'), ('certainli', 'NN'), ('subtl', 'NN')]",dianelyssa wuhan viru certainli subtl,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
65,https://t.co/aSw4j9OfVn,"[('http', 'NN'), ('ofvn', 'NN')]",http ofvn,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
66,\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
67,Nigga that shit touched her brain\xf0\x9f\xa5\xb4,"[('nigga', 'JJ'), ('shit', 'VBD'), ('touch', 'JJ'), ('brain', 'NN')]",nigga shit touch brain,"{'polarity': -0.2, 'subjectivity': 0.8}",Negative
68,@bessie_moa Sis even without corona they be tapping non stop \xf0\x9f\x99\x84\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3,"[('bessi', 'RB'), ('even', 'RB'), ('without', 'IN'), ('corona', 'NN'), ('tap', 'NN'), ('stop', 'NN')]",bessi even without corona tap stop,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
69,Stupidity...quarantine all employees.  Other stations are staying on air with people at home,"[('stupid', 'JJ'), ('quarantin', 'NN'), ('employe', 'VBZ'), ('other', 'JJ'), ('station', 'NN'), ('stay', 'VBP'), ('peopl', 'RB'), ('home', 'NN')]",stupid quarantin employe station stay peopl home,"{'polarity': -0.7999999999999999, 'subjectivity': 1.0}",Negative
70,\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
71,COVID-19 in the US #covid19 https://t.co/hB1p3i2R9N,"[('covid', 'NN'), ('covid', 'NN'), ('http', 'NN')]",covid covid http,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
72,Brilliant.,"[('brilliant', 'NN')]",brilliant,"{'polarity': 0.9, 'subjectivity': 1.0}",Positive
73,People think \xe2\x80\x9clock down\xe2\x80\x9d means you can\xe2\x80\x99t go outside \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,"[('peopl', 'NN'), ('think', 'VBP'), ('clock', 'NN'), ('mean', 'NN'), ('outsid', 'NN')]",peopl think clock mean outsid,"{'polarity': -0.3125, 'subjectivity': 0.6875}",Negative
74,@JBsTwoCents They caught COVID-19's bouquet?! That means they're getting married next!,"[('jbstwocent', 'NN'), ('they', 'PRP'), ('caught', 'VBD'), ('covid', 'NN'), ('bouquet', 'NN'), ('that', 'WDT'), ('mean', 'VBP'), ('get', 'VB'), ('marri', 'JJ'), ('next', 'JJ')]",jbstwocent catch covid bouquet mean get marri next,"{'polarity': -0.15625, 'subjectivity': 0.34375}",Negative
75,LMFAOOO,"[('lmfaooo', 'NN')]",lmfaooo,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
76,https://t.co/54JX1vS4wr,"[('http', 'NN')]",http,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
77,@realDonaldTrump I truly encourage people NOT to buy @TysonFoods in solidarity for these workers that are being FORCED to WORK having been infected with #coronavirus! Workers are DEAD now! And are they being tested? This can\xe2\x80\x99t be happening in 2020! GREED BEFORE PEOPLE! https://t.co/zWWCufnqL9,"[('realdonaldtrump', 'NN'), ('truli', 'NNS'), ('encourag', 'VBP'), ('peopl', 'JJ'), ('tysonfood', 'NN'), ('solidar', 'NN'), ('worker', 'NN'), ('forc', 'NN'), ('work', 'NN'), ('infect', 'JJ'), ('coronaviru', 'JJ'), ('worker', 'NN'), ('dead', 'JJ'), ('test', 'NN'), ('thi', 'NN'), ('happen', 'VB'), ('greed', 'NN'), ('befor', 'JJ'), ('peopl', 'NN'), ('http', 'NN'), ('zwwcufnql', 'NN')]",realdonaldtrump truli encourag peopl tysonfood solidar worker forc work infect coronaviru worker dead test thi happen greed befor peopl http zwwcufnql,"{'polarity': -0.2, 'subjectivity': 0.4}",Negative
78,https://t.co/nvcaZPV0SI,"[('http', 'NN'), ('nvcazpv', 'NN')]",http nvcazpv,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
79,A joke from our show on Wed at candysbbr. The kids were out in full force. #standupcomedy #funnyvideo #sandiego\xe2\x80\xa6 https://t.co/s9598bYvKk,"[('joke', 'NN'), ('show', 'NN'), ('candysbbr', 'NN'), ('kid', 'CC'), ('full', 'JJ'), ('forc', 'NN'), ('standupcomedi', 'NN'), ('funnyvideo', 'NN'), ('sandiego', 'NN'), ('http', 'NN'), ('byvkk', 'NN')]",joke show candysbbr kid full forc standupcomedi funnyvideo sandiego http byvkk,"{'polarity': 0.35, 'subjectivity': 0.55}",Positive
80,Yeppppppp,"[('yeppppppp', 'NN')]",yeppppppp,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
81,@washingtonpost @joy31608 Hey! That\'s @RefuseFascism  We\'ve been counter protesting the anti-science #ReOpenAmerica fascist rallies across the country demanding #TrumpPenceOutNow    Read the https://t.co/qhC1011IW2 2020 statement of conscience sign &amp; share https://t.co/Y7mCu0OHVj   https://t.co/JsBjRwTsZ8,"[('washingtonpost', 'NN'), ('that', 'IN'), ('refusefasc', 'VBZ'), ('counter', 'RB'), ('protest', 'JJ'), ('anti', 'NN'), ('scienc', 'NN'), ('reopenamerica', 'VBP'), ('fascist', 'JJ'), ('ralli', 'NN'), ('across', 'IN'), ('countri', 'JJ'), ('demand', 'NN'), ('trumppenceoutnow', 'VBP'), ('read', 'VBN'), ('http', 'JJ'), ('statement', 'NN'), ('conscienc', 'NN'), ('sign', 'NN'), ('share', 'NN'), ('http', 'JJ'), ('ohvj', 'NN'), ('http', 'NN'), ('jsbjrwtsz', 'NN')]",washingtonpost refusefasc counter protest anti scienc reopenamerica fascist ralli across countri demand trumppenceoutnow read http statement conscienc sign share http ohvj http jsbjrwtsz,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
82,This is great. Fair play \xe2\x9d\xa4\xef\xb8\x8f https://t.co/tbvcwkMIQF,"[('thi', 'RB'), ('great', 'JJ'), ('fair', 'JJ'), ('play', 'NN'), ('http', 'NN'), ('tbvcwkmiqf', 'NN')]",thi great fair play http tbvcwkmiqf,"{'polarity': 0.75, 'subjectivity': 0.825}",Positive
83,If all this corona deal is gone by Halloween... Who\xe2\x80\x99s down to dress up as a Midsommar cult member with me? #please https://t.co/gB3qINQ87y,"[('corona', 'NN'), ('deal', 'NN'), ('gone', 'VBN'), ('halloween', 'JJ'), ('dress', 'NN'), ('midsommar', 'NN'), ('cult', 'NN'), ('member', 'NN'), ('pleas', 'JJ'), ('http', 'NN'), ('qinq', 'NN')]",corona deal go halloween dress midsommar cult member pleas http qinq,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
84,They got a cumbia corona virus song,"[('they', 'PRP'), ('cumbia', 'VBP'), ('corona', 'JJ'), ('viru', 'NN'), ('song', 'NN')]",cumbia corona viru song,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
85,What the heck is the @GOPSenate waiting for?  https://t.co/U6P4cMbtyr,"[('what', 'WP'), ('heck', 'NN'), ('gopsen', 'NN'), ('wait', 'NN'), ('http', 'NN'), ('cmbtyr', 'NN')]",heck gopsen wait http cmbtyr,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
86,What is wrong with these people?,"[('what', 'WP'), ('wrong', 'JJ'), ('peopl', 'NN')]",wrong peopl,"{'polarity': -0.5, 'subjectivity': 0.9}",Negative
87,IamIntel   Intel &amp; @sickbayMIC Scale to Serve #telemedicine helps treat surge of COVID-19 ICU cases https://t.co/x0lKMKq1MR #IamIntel,"[('iamintel', 'NN'), ('intel', 'NN'), ('sickbaym', 'NN'), ('scale', 'NN'), ('serv', 'NN'), ('telemedicin', 'NN'), ('help', 'NN'), ('treat', 'VB'), ('surg', 'NN'), ('covid', 'NN'), ('case', 'NN'), ('http', 'NN'), ('lkmkq', 'NN'), ('iamintel', 'NN')]",iamintel intel sickbaym scale serv telemedicin help treat surg covid case http lkmkq iamintel,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
88,Umm...,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
89,Not all angels have wings. Some have stethoscopes #healthcareheros #herosofhealthcare #COVID19 #pandemic #frontline #NotAllHeroesWearCapes,"[('angel', 'NN'), ('wing', 'VBG'), ('some', 'DT'), ('stethoscop', 'NN'), ('healthcarehero', 'NN'), ('herosofhealthcar', 'NN'), ('covid', 'NN'), ('pandem', 'NN'), ('frontlin', 'NN'), ('notallheroeswearcap', 'NN')]",angel wing stethoscop healthcarehero herosofhealthcar covid pandem frontlin notallheroeswearcap,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
90,Citizen Journalist Covering Virus Outbreak From Wuhan Goes Missing https://t.co/HpXb2D3ZGN,"[('citizen', 'JJ'), ('journalist', 'NN'), ('cover', 'NN'), ('viru', 'NN'), ('outbreak', 'VBP'), ('from', 'IN'), ('wuhan', 'NN'), ('goe', 'NN'), ('miss', 'VBP'), ('http', 'NN'), ('hpxb', 'NN')]",citizen journalist cover viru outbreak wuhan goe miss http hpxb,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
91,@DemFromCT @NYGovCuomo subways were a big deal - small labs where virus was released by the unknowing to the unwilling. A perfect Covid petrie dish,"[('demfromct', 'NN'), ('nygovcuomo', 'DT'), ('subway', 'JJ'), ('deal', 'NN'), ('small', 'JJ'), ('lab', 'NN'), ('viru', 'NN'), ('releas', 'NNS'), ('unknow', 'VBP'), ('unwil', 'JJ'), ('perfect', 'NN'), ('covid', 'NN'), ('petri', 'NN'), ('dish', 'NN')]",demfromct nygovcuomo subway deal small lab viru releas unknow unwil perfect covid petri dish,"{'polarity': 0.375, 'subjectivity': 0.7}",Positive
92,Yo for real tho are they \xe2\x80\x9clying\xe2\x80\x9d about covid death numbers or are they labeling anyone that likely died as covid a covid death and not testing because they can\xe2\x80\x99t for whatever reason?,"[('real', 'JJ'), ('cli', 'NN'), ('covid', 'NN'), ('death', 'NN'), ('number', 'NN'), ('label', 'JJ'), ('anyon', 'NN'), ('like', 'IN'), ('die', 'NN'), ('covid', 'NN'), ('covid', 'JJ'), ('death', 'NN'), ('test', 'NN'), ('whatev', 'NN'), ('reason', 'NN')]",real cli covid death number label anyon like die covid covid death test whatev reason,"{'polarity': 0.2, 'subjectivity': 0.30000000000000004}",Positive
93,@ZackBornstein \xe2\x80\x9cokay mr president time for your corona virus treatment\xe2\x80\x9d https://t.co/lTNgmTtnIB,"[('zackbornstein', 'NN'), ('cokay', 'NN'), ('presid', 'NN'), ('time', 'NN'), ('corona', 'JJ'), ('viru', 'NN'), ('treatment', 'NN'), ('http', 'NN'), ('ltngmttnib', 'NN')]",zackbornstein cokay presid time corona viru treatment http ltngmttnib,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
94,So that\xe2\x80\x99s how you do it!! \xf0\x9f\x8d\xbb,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
95,Love her! #QueensSpeech #QueenElizabeth #COVID19,"[('love', 'VB'), ('queensspeech', 'NN'), ('queenelizabeth', 'NN'), ('covid', 'NN')]",love queensspeech queenelizabeth covid,"{'polarity': 0.5, 'subjectivity': 0.6}",Positive
96,And Can\xe2\x80\x99t Forget \xe2\x80\x9cI Just Flipped The Switch\xe2\x80\x9d \xf0\x9f\xa5\xb4\xf0\x9f\xa5\xb4\xf0\x9f\xa5\xb4,"[('forget', 'VB'), ('just', 'RB'), ('flip', 'NN'), ('switch', 'NN')]",forget flip switch,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
97,The Cheesecake Factory : Cheesecake factory should pay employees during COVID-19 Outbreak. - Sign the Petition! https://t.co/0lZHUZyEPb via @Change,"[('cheesecak', 'NN'), ('factori', 'NN'), ('cheesecak', 'NN'), ('factori', 'NN'), ('employe', 'NN'), ('covid', 'NN'), ('outbreak', 'VBP'), ('sign', 'NN'), ('petit', 'NN'), ('http', 'NN'), ('lzhuzyepb', 'NN'), ('chang', 'NN')]",cheesecak factori cheesecak factori employe covid outbreak sign petit http lzhuzyepb chang,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
98,Beautiful \xf0\x9f\x98\x8d,"[('beauti', 'NN')]",beauti,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
99,LORD HELP US\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5\xf0\x9f\x98\xa1\xf0\x9f\xa4\xa5,"[('lord', 'NN'), ('help', 'NN')]",lord help,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
100,\xf0\x9f\xa4\x94,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
101,I hear the limousine may make a pace lap. Is that for real? Have fun. Any word on why one guy who got covid 19 in Arizona is dead? Also if a week ago only 3 had it and today 3 are dead does that mean they were unlucky or does that mean more no recoveries than recoveries?,"[('hear', 'JJ'), ('limousin', 'NNS'), ('make', 'VBP'), ('pace', 'NN'), ('real', 'JJ'), ('have', 'VBP'), ('word', 'NN'), ('covid', 'NN'), ('arizona', 'NN'), ('dead', 'NN'), ('also', 'RB'), ('week', 'NN'), ('today', 'NN'), ('dead', 'JJ'), ('mean', 'NN'), ('unlucki', 'JJ'), ('mean', 'JJ'), ('recoveri', 'NN'), ('recoveri', 'NN')]",hear limousin make pace real word covid arizona dead also week today dead mean unlucki mean recoveri recoveri,"{'polarity': -0.16499999999999998, 'subjectivity': 0.495}",Negative
102,True,"[('true', 'JJ')]",true,"{'polarity': 0.35, 'subjectivity': 0.65}",Positive
103,Great work Jim!,"[('great', 'JJ'), ('work', 'NN')]",great work,"{'polarity': 0.8, 'subjectivity': 0.75}",Positive
104,Is it coronavirus or corona virus??? Does it matter?? lol,"[('coronaviru', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('doe', 'NN'), ('matter', 'NN')]",coronaviru corona viru doe matter,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
105,I-,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
106,Probably more in China \xf0\x9f\xa4\x94\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x99\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,"[('probabl', 'NN'), ('china', 'NN')]",probabl china,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
107,@realDonaldTrump - https://t.co/dH5Fbds1kA,"[('realdonaldtrump', 'NN'), ('http', 'NN'), ('fbd', 'NN')]",realdonaldtrump http fbd,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
108,Flying out of Ontario for the rest of the year,"[('fli', 'NN'), ('ontario', 'NN'), ('rest', 'NN'), ('year', 'NN')]",fli ontario rest year,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
109,17 countries have officially reported coronavirus patients and that is TERRIFYING,"[('countri', 'NN'), ('offici', 'MD'), ('report', 'VB'), ('coronaviru', 'JJ'), ('patient', 'NN'), ('terrifi', 'NN')]",countri offici report coronaviru patient terrifi,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
110,1. .@GavinNewsom #BringThemHome for Mother\xe2\x80\x99s Day! Elders fighting cancer are at a huge health risk under #COVID19. Sign the petitions! https://t.co/S1a6Wc8y33 #BringThemHome #FreeOurElders #ClemencyNow https://t.co/MPuc9r6VWO,"[('gavinnewsom', 'NN'), ('bringthemhom', 'NN'), ('mother', 'NN'), ('elder', 'NN'), ('fight', 'NN'), ('cancer', 'NN'), ('huge', 'JJ'), ('health', 'NN'), ('risk', 'NN'), ('covid', 'VBP'), ('sign', 'NN'), ('petit', 'NN'), ('http', 'NN'), ('bringthemhom', 'NN'), ('freeoureld', 'VBD'), ('clemencynow', 'JJ'), ('http', 'NN'), ('mpuc', 'NN')]",gavinnewsom bringthemhom mother elder fight cancer huge health risk covid sign petit http bringthemhom freeoureld clemencynow http mpuc,"{'polarity': 0.4000000000000001, 'subjectivity': 0.9}",Positive
111,@senatemajldr #VoteHimOutNov,"[('senatemajldr', 'NN'), ('votehimoutnov', 'NN')]",senatemajldr votehimoutnov,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
112,Because we have no leadership,"[('becaus', 'NN'), ('leadership', 'NN')]",becaus leadership,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
113,If I were to guess. Sounds like everybody is being classified as having died from Covid-19\xe2\x80\x93regardless of what they actually died of.,"[('guess', 'NN'), ('sound', 'NN'), ('like', 'IN'), ('everybodi', 'NN'), ('classifi', 'NN'), ('die', 'NN'), ('covid', 'NN'), ('regardless', 'RB'), ('actual', 'JJ'), ('die', 'NN')]",guess sound like everybodi classifi die covid regardless actual die,"{'polarity': 0.2, 'subjectivity': 0.25}",Positive
114,That sounds like my Coachella weekend,"[('that', 'DT'), ('sound', 'NN'), ('like', 'IN'), ('coachella', 'NN'), ('weekend', 'NN')]",sound like coachella weekend,"{'polarity': 0.4, 'subjectivity': 0.4}",Positive
115,Classifying covid19!!!   Keep it a secret from us?  Trump has no symptoms and yet he gets tested!   Hundreds of people are showing symptoms and can\xe2\x80\x99t get tested because of a shortage of tests.  I agree. He would love to have all senior citizens die.,"[('classifi', 'NN'), ('covid', 'NN'), ('keep', 'VB'), ('secret', 'JJ'), ('trump', 'NN'), ('symptom', 'NN'), ('get', 'VB'), ('test', 'JJ'), ('hundr', 'NN'), ('peopl', 'NN'), ('show', 'NN'), ('symptom', 'JJ'), ('test', 'NN'), ('shortag', 'NN'), ('test', 'NN'), ('agre', 'NN'), ('would', 'MD'), ('love', 'VB'), ('senior', 'JJ'), ('citizen', 'NNS')]",classifi covid keep secret trump symptom get test hundr peopl show symptom test shortag test agre would love senior citizen,"{'polarity': 0.04999999999999999, 'subjectivity': 0.6499999999999999}",Positive
116,HOW are we already in shortage or these things when we aren\xe2\x80\x99t even testing people fjrinejdiwkekfoe I HATE IT HERE,"[('alreadi', 'RB'), ('shortag', 'JJ'), ('thing', 'NN'), ('even', 'RB'), ('test', 'VBP'), ('peopl', 'NN'), ('fjrinejdiwkekfo', 'NN'), ('hate', 'NN'), ('here', 'RB')]",alreadi shortag thing even test peopl fjrinejdiwkekfo hate,"{'polarity': -0.8, 'subjectivity': 0.9}",Negative
117,It\xe2\x80\x99s simple. Wear face masks decreases your chance of getting infected. #facemask #coronavirus #health #wellness #staysafe @ KDT Optometry https://t.co/wsfvvKlyww,"[('simpl', 'NN'), ('wear', 'JJ'), ('face', 'NN'), ('mask', 'NN'), ('decreas', 'NNS'), ('chanc', 'VBP'), ('get', 'VB'), ('infect', 'JJ'), ('facemask', 'NN'), ('coronaviru', 'NN'), ('health', 'NN'), ('well', 'RB'), ('staysaf', 'RB'), ('optometri', 'JJ'), ('http', 'NN'), ('wsfvvklyww', 'NN')]",simpl wear face mask decreas chanc get infect facemask coronaviru health well staysaf optometri http wsfvvklyww,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
118,Italy and France are now prescribing hydroxychloroquine and chloroquine as treatments for coronavirus patients https://t.co/jWuPXfwSxm,"[('itali', 'NN'), ('franc', 'NN'), ('prescrib', 'NN'), ('hydroxychloroquin', 'NN'), ('chloroquin', 'NN'), ('treatment', 'NN'), ('coronaviru', 'NN'), ('patient', 'NN'), ('http', 'NN'), ('jwupxfwsxm', 'NN')]",itali franc prescrib hydroxychloroquin chloroquin treatment coronaviru patient http jwupxfwsxm,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
119,@Andreshellrider https://t.co/GXKB9V6Ush,"[('andreshellrid', 'JJ'), ('http', 'NN'), ('gxkb', 'NN')]",andreshellrid http gxkb,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
120,Check out the weekly newsletter and make sure to subscribe so you don\xe2\x80\x99t miss another!   https://t.co/8hrIn0f7my,"[('check', 'NN'), ('weekli', 'NN'), ('newslett', 'NNS'), ('make', 'VBP'), ('sure', 'JJ'), ('subscrib', 'NN'), ('miss', 'NN'), ('anoth', 'DT'), ('http', 'NN'), ('hrin', 'NN')]",check weekli newslett make sure subscrib miss anoth http hrin,"{'polarity': 0.5, 'subjectivity': 0.8888888888888888}",Positive
121,\xf0\x9f\x98\xb3,[],,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
122,https://t.co/qCxFI8S5re #EritreaFightsCOVID19 morning Africa,"[('http', 'NN'), ('qcxfi', 'NN'), ('eritreafightscovid', 'VBP'), ('morn', 'VBN'), ('africa', 'NN')]",http qcxfi eritreafightscovid morn africa,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
123,Me and my fianc\xc3\xa9 tested positive for covid \xf0\x9f\x98\xad,"[('fianc', 'JJ'), ('test', 'NN'), ('posit', 'NN'), ('covid', 'NN')]",fianc test posit covid,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
124,CNN\xe2\x80\x99s Dana Bash Praises Trump\xe2\x80\x99s Handling of Coronavirus: \xe2\x80\x9cKind Of Leader That People Need\xe2\x80\x9d https://t.co/o12luwqyFw,"[('dana', 'NN'), ('bash', 'NN'), ('prais', 'NN'), ('trump', 'NN'), ('handl', 'NN'), ('coronaviru', 'NN'), ('ckind', 'NN'), ('leader', 'NN'), ('that', 'WDT'), ('peopl', 'VBP'), ('need', 'VBP'), ('http', 'NNS'), ('luwqyfw', 'VB')]",dana bash prais trump handl coronaviru ckind leader peopl need http luwqyfw,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
125,Saluting the Heroes of the Coronavirus Pandumbic | The Daily Show https://t.co/PXnNqrjwjW via @YouTube,"[('salut', 'NN'), ('hero', 'NN'), ('coronaviru', 'NN'), ('pandumb', 'NN'), ('daili', 'NN'), ('show', 'NN'), ('http', 'VBZ'), ('pxnnqrjwjw', 'JJ'), ('youtub', 'NN')]",salut hero coronaviru pandumb daili show http pxnnqrjwjw youtub,"{'polarity': 0.0, 'subjectivity': 0.0}",Neutral
126,@realDonaldTrump Hey Bigot!  You dare to talk about Joe Biden while you put that incompetent homophobe in charge of COVID-19? Do you know how many people died because he didn't believe in science and because he believed HIV was a plague sent by God to destroy the gays. You are an idiot!,"[('realdonaldtrump', 'NN'), ('bigot', 'VBD'), ('dare', 'JJ'), ('talk', 'NN'), ('biden', 'NN'), ('incompet', 'NN'), ('homophob', 'NN'), ('charg', 'NN'), ('covid', 'NN'), ('know', 'VBP'), ('mani', 'NN'), ('peopl', 'NN'), ('die', 'NN'), ('believ', 'NN'), ('scienc', 'NN'), ('believ', 'NN'), ('plagu', 'NN'), ('sent', 'VBD'), ('destroy', 'NN'), ('gay', 'NN'), ('idiot', 'NN')]",realdonaldtrump bigot dare talk biden incompet homophob charg covid know mani peopl die believ scienc believ plagu send destroy gay idiot,"{'polarity': -0.19444444444444445, 'subjectivity': 0.4611111111111111}",Negative
